,house,department,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
614,1047,louga,montagne,senegal,5,1,1.27895915324775,0.0,15.62330287,-16.21748196,15.6,-16.2,15.6680352,-16.23192106,-1.4591489434242249,-1.4831380248069763,1.5,0.4,-2.2101719975471497,-0.4,26165160.606896564,0.17280874637308202,1.0395313040043792
615,448,dakar,arafat,senegal,13,0,-0.137725840794923,,14.71105977,-17.4688686,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
616,1303,mbacke,darou khoudoss,senegal,9,1,1.43555497246683,0.0,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
617,578,pikine,cite icotaf,senegal,2,0,0.39444594238833,,14.7155408,-17.26173081,14.7,-17.25,14.72094534,-17.22764196,-1.7349506616592407,-1.7349506616592407,2.0,0.3,-3.4699013233184814,-0.30000000000000004,154869.64796579359,,0.0
618,984,louga,keur serigne louga,senegal,3,3,1.30484453180972,0.0,15.60644218,-16.23380986,15.6,-16.25,15.6680352,-16.23192106,-1.471130132675171,-1.492250233888626,1.5,0.4,-2.2233054637908936,-0.4,26165160.606896564,0.17029640566717166,1.021489689253764
619,15,dakar,grand medine,senegal,4,0,0.552682402822523,,14.74795,-17.44715,14.75,-17.45,14.74391863,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
620,146,thies,hersent,senegal,4,0,1.38250066749562,,14.77685,-16.90942,14.8,-16.9,14.77734506,-16.92877566,-1.4228967626889546,-1.4358910918235779,1.3333333333333333,0.4,-1.9581006169319153,0.10000000000000031,34648587.38017581,0.1837446606269343,-0.08031632617172867
621,990,louga,artellerie,senegal,12,0,1.24918024682067,,,,,,14.72402296,-17.45998489,,,,,,,,,
622,728,gossas,keur el hadji,senegal,8,1,0.692042357527758,1.0,14.49623916,-16.0640894,14.5,-16.05,14.50274052,-16.09656209,-1.492220938205719,-1.5602096319198608,1.5,0.2,-2.2927871346473694,-0.19999999999999973,31678417.24061081,0.18438455557915162,1.6016210146605447
623,114,pikine,cite lobatt fall,senegal,7,2,2.70291925956768,1.0,14.74682,-17.40995,14.75,-17.4,14.74391863,-17.39599836,-1.7305097579956055,-1.7305097579956055,2.0,0.3,-3.461019515991211,-0.30000000000000004,141962.16483858545,0.09267427379510108,0.7838869958309896
624,670,mbour,tefess,senegal,4,0,0.597600071046174,,14.4094197,-16.97209534,14.4,-16.95,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968229639651813,0.0
625,19,dakar,grand medine,senegal,1,1,0.372454091691481,1.0,14.74795,-17.44715,14.75,-17.45,14.74391863,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
626,1872,podor,dodele,senegal,11,2,0.714494709080563,1.0,16.50354464,-14.42019001,16.5,-14.4,16.47147469,-14.56250057,-1.420293152332306,-1.4206809997558594,1.25,0.5,-1.8065381050109863,-0.09999999999999998,112842125.90767488,0.13668133145939754,0.07178261135265318
627,1483,matam,asnde balla,senegal,12,3,-0.286756464571167,1.0,14.47940917,-14.51631588,14.5,-14.5,14.47252629,-14.56250057,-1.380640639199151,-1.4454525841606989,1.888888888888889,0.5,-2.611220584975349,0.7,112791462.04980156,0.19380932241699145,1.6644768302632869
628,1838,st-louis,sor nord,senegal,15,1,0.95539192122318,1.0,16.03200409,-16.47188231,16.05,-16.45,16.0110665,-16.45109143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125913448397688,0.0
629,1415,matam,moderne 3,senegal,2,0,1.38250066749562,,15.61359152,-13.32345921,15.6,-13.3,15.6680352,-13.36263999,-1.4188188016414642,-1.4215432703495026,1.25,0.4,-1.735464483499527,-0.3999999999999999,91726539.81112185,0.1472688548740653,0.07381355852213005
630,32,dakar,ngaparou,senegal,5,0,1.32683638250657,1.0,14.46352,-17.05669,14.45,-17.05,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
631,502,dakar,pa unite 11,senegal,5,1,-1.01696211483428,1.0,14.75896766,-17.43245729,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
632,86,pikine,cite la rochette,senegal,10,2,0.656223917070387,1.0,14.75619,-17.36858,14.75,-17.35,14.76581033,-17.34454455,-1.4196049571037292,-1.5174153447151184,1.5,0.2,-2.1748417615890503,-0.19999999999999973,181968.8024083389,0.11261874813624648,-0.5758441144947879
633,716,tiwaouane,khandane,senegal,13,5,-0.700102421418424,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
634,1852,podor,fanaye,senegal,6,0,0.619748596985106,,16.52599054,-15.22269493,16.55,-15.2,16.47147469,-15.27583107,-1.4163707494735718,-1.4776710271835327,1.3333333333333333,0.3,-1.8759554624557495,-0.30000000000000004,153771383.6199495,0.13955652235616364,0.6243477840838064
635,995,louga,artillerie,senegal,4,0,1.33072991037169,,15.62705619,-16.2230668,15.65,-16.2,15.6680352,-16.23192106,-1.5234345197677612,-1.552945574124654,1.6666666666666667,0.3,-2.53835666179657,-0.30000000000000004,30282955.40571375,0.1699204012451503,0.6992804331609475
636,1328,kanel,aoure,senegal,7,0,-0.148365848668652,,15.14596428,-12.94689277,15.15,-12.95,15.23872587,-13.36263999,-1.4115985234578452,-1.4222437342007956,1.1666666666666665,0.4,-1.6673047542572021,1.1000000000000005,39964485.85738085,0.17064349304190882,0.3381165478884209
637,1032,louga,montagne,senegal,6,1,0.271464349318792,1.0,15.62330287,-16.21748196,15.6,-16.2,15.6680352,-16.23192106,-1.4591489434242249,-1.4831380248069763,1.5,0.4,-2.2101719975471497,-0.4,26165160.606896564,0.17280874637308202,1.0395313040043792
638,613,rufisque,diokoul kaw,senegal,12,0,1.83205762657127,,14.71694283,-17.29013219,14.7,-17.3,14.72094534,-17.34454455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
639,1262,mbacke,keur niang khayra,senegal,6,2,0.544545766074965,1.0,14.823157881171742,-15.90761198,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
640,697,tiwaouane,ndiandiakhoune,senegal,7,0,0.634232066373538,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
641,720,foundiougne,keur el hadji,senegal,6,1,-0.0432334879629261,0.0,14.49623916,-16.0640894,14.5,-16.05,14.50274052,-16.09656209,-1.492220938205719,-1.5602096319198608,1.5,0.2,-2.2927871346473694,-0.19999999999999973,31678417.24061081,0.18438455557915162,1.6016210146605447
642,1562,matam,mango,senegal,14,1,-0.0456867927386835,1.0,15.60094582,-13.322622,15.6,-13.3,15.6680352,-13.36263999,-1.4188188016414642,-1.4215432703495026,1.25,0.4,-1.735464483499527,-0.3999999999999999,91726539.81112185,0.1472688548740653,0.07381355852213005
643,1507,matam,diamel,senegal,6,1,-1.11953429027943,1.0,15.83897387,-13.22043021,15.85,-13.2,15.71702669,-13.36263999,-1.4572212934494018,-1.4829920768737792,1.4,0.5,-2.045697331428528,-0.5,88268675.39040217,0.1521762469352469,0.1420883942981827
644,1505,matam,diamel,senegal,8,1,-1.13506551741661,1.0,15.83897387,-13.22043021,15.85,-13.2,15.71702669,-13.36263999,-1.4572212934494018,-1.4829920768737792,1.4,0.5,-2.045697331428528,-0.5,88268675.39040217,0.1521762469352469,0.1420883942981827
645,779,diourbel,medinatoul,senegal,4,1,-0.589750626826608,1.0,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
646,1114,kaolack,sara ndiougary,senegal,5,0,1.9843827590658,,,,,,14.72402296,-17.45998489,,,,,,,,,
647,1371,matam,guindjilogne lodiou,senegal,8,2,0.140687932907471,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
648,1066,louga,santhiaba centre,senegal,5,1,1.27895915324775,1.0,15.6277561,-16.22782692,15.65,-16.25,15.6680352,-16.23192106,-1.5431695381800334,-1.5738041798273723,1.6666666666666667,0.3,-2.5588854551315308,-0.30000000000000004,30282955.40571375,0.16633043700660294,0.7111154181732052
649,1342,kanel,aoure,senegal,20,5,-1.36986446511465,1.0,15.14596428,-12.94689277,15.15,-12.95,15.23872587,-13.36263999,-1.4115985234578452,-1.4222437342007956,1.1666666666666665,0.4,-1.6673047542572021,1.1000000000000005,39964485.85738085,0.17064349304190882,0.3381165478884209
650,1426,matam,golere,senegal,15,0,-0.611895285609107,,16.24895647,-14.10938504,16.25,-14.1,16.42033799,-14.01712506,-1.4216880947351456,-1.4927140325307846,1.75,0.5,-2.5103139728307724,-0.09999999999999998,92486397.08218706,0.14791239420962837,-0.026846788331014226
651,1309,mbacke,darou khoudoss i,senegal,9,3,0.717065277771828,1.0,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
652,1020,louga,keur serigne louga,senegal,4,1,0.606670674623683,1.0,15.60644218,-16.23380986,15.6,-16.25,15.6680352,-16.23192106,-1.471130132675171,-1.492250233888626,1.5,0.4,-2.2233054637908936,-0.4,26165160.606896564,0.17029640566717166,1.021489689253764
653,696,tiwaouane,ndiandakhoune,senegal,6,3,1.30484453180972,1.0,14.95366585,-16.81168094,14.95,-16.8,15.03429087,-16.79291761,-1.4618978699048362,-1.5289120078086853,1.6666666666666665,0.4,-2.3933505614598594,1.1000000000000005,32306675.195432186,0.17351629151663742,-0.5204814908291785
654,527,dakar,liberte 1,senegal,2,1,2.33034044280829,1.0,14.71053471,-17.46092585,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
655,1199,mbacke,touba madiyana,senegal,13,0,1.03304805690908,,14.9198,-15.8823,14.9,-15.9,14.85551526,-15.88108409,-1.4088165760040283,-1.4088165760040283,1.0,0.2,-1.4088165760040283,-0.19999999999999973,51273248.72292103,0.1754274098945474,1.1159896921192425
656,850,diourbel,medinatoul,senegal,7,0,0.364631663988481,,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
657,453,dakar,arafat,senegal,6,0,-0.226803143098851,1.0,14.71105977,-17.4688686,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
658,3066,dakar,arafat,senegal,4,1,-0.508021196602582,1.0,14.71105977,-17.4688686,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
659,1553,matam,mango,senegal,9,0,0.116152077946997,,15.60094582,-13.322622,15.6,-13.3,15.6680352,-13.36263999,-1.4188188016414642,-1.4215432703495026,1.25,0.4,-1.735464483499527,-0.3999999999999999,91726539.81112185,0.1472688548740653,0.07381355852213005
660,1430,matam,badel,senegal,1,0,0.182993901746468,,15.96479168,-13.59455201,15.95,-13.6,16.0110665,-13.6728487,-1.413062572479248,-1.4491613864898683,1.4,0.5,-1.9988675117492676,-0.5,85012463.82991388,0.14806576576663139,0.3937995843352191
661,1310,mbacke,darou khoudoss,senegal,13,1,0.732442014384072,1.0,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
662,103,pikine,cite lobatt fall,senegal,1,1,2.74197572302885,1.0,14.74682,-17.40995,14.75,-17.4,14.74391863,-17.39599836,-1.7305097579956055,-1.7305097579956055,2.0,0.3,-3.461019515991211,-0.30000000000000004,141962.16483858545,0.09267427379510108,0.7838869958309896
663,13,dakar,grand medine,senegal,5,0,0.785650809880216,,14.74795,-17.44715,14.75,-17.45,14.74391863,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
664,83,pikine,cite la rochette,senegal,8,1,0.812649921945146,1.0,14.75619,-17.36858,14.75,-17.35,14.76581033,-17.34454455,-1.4196049571037292,-1.5174153447151184,1.5,0.2,-2.1748417615890503,-0.19999999999999973,181968.8024083389,0.11261874813624648,-0.5758441144947879
665,376,mbour,chateau d'eau,senegal,8,0,1.22718839612382,,14.65934807,-17.43678063,14.65,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
666,686,tiwaouane,ndiandakhoune,senegal,8,0,-0.232061518384838,,14.95366585,-16.81168094,14.95,-16.8,15.03429087,-16.79291761,-1.4618978699048362,-1.5289120078086853,1.6666666666666665,0.4,-2.3933505614598594,1.1000000000000005,32306675.195432186,0.17351629151663742,-0.5204814908291785
667,1436,matam,badel,senegal,12,1,-0.912374562204485,1.0,15.96479168,-13.59455201,15.95,-13.6,16.0110665,-13.6728487,-1.413062572479248,-1.4491613864898683,1.4,0.5,-1.9988675117492676,-0.5,85012463.82991388,0.14806576576663139,0.3937995843352191
668,733,gossas,keur el hadji,senegal,5,1,-1.89131275613344,1.0,14.49623916,-16.0640894,14.5,-16.05,14.50274052,-16.09656209,-1.492220938205719,-1.5602096319198608,1.5,0.2,-2.2927871346473694,-0.19999999999999973,31678417.24061081,0.18438455557915162,1.6016210146605447
669,1221,diourbel,thierno kandji,senegal,2,0,-0.335975449819924,,14.6563661,-16.23464222,14.65,-16.25,14.66195934,-16.23192106,-1.4404619137446086,-1.4663568337758381,1.3333333333333333,0.3,-1.9705688158671062,-0.30000000000000004,24261947.253483657,0.18154962561663165,0.9397827410080014
670,1545,kanel,yirla,senegal,10,2,-1.16359796733599,1.0,15.60553632,-13.18272101,15.6,-13.2,15.6680352,-13.36263999,-1.4116553664207458,-1.452582210302353,1.5,0.5,-2.1102508902549744,-0.09999999999999998,78012009.70762073,0.13519375546941367,0.1283600367391009
671,67,pikine,ousmane faye 05,senegal,5,0,0.737773580621401,,14.8268,-17.27016,14.85,-17.25,14.81724179,-17.22764196,-1.7305117845535278,-1.7305117845535278,2.0,0.3,-3.4610235691070557,-0.30000000000000004,154869.64796579359,0.1501572092451867,1.451061307156968
672,1922,podor,nanaye,senegal,8,1,0.723290111232969,1.0,16.24874342,-14.10811085,16.25,-14.1,16.42033799,-14.01712506,-1.4216880947351456,-1.4927140325307846,1.75,0.5,-2.5103139728307724,-0.09999999999999998,92486397.08218706,0.14791239420962837,-0.026846788331014226
673,1084,kebemer,affe,senegal,35,13,0.729533060255237,1.0,15.80634938,-16.29988776,15.8,-16.3,15.71702669,-16.26780651,-1.6397347648938496,-1.6397347648938496,1.0,0.4,-1.6397347648938496,0.10000000000000031,34712926.15770709,0.16236827762103234,0.11939523981681506
674,660,mbour,tefess,senegal,6,1,1.30484453180972,0.0,14.4094197,-16.97209534,14.4,-16.95,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968229639651813,0.0
675,1404,matam,boynadji roumde,senegal,10,1,-0.3567055201897,1.0,15.66051954,-13.35041654,15.65,-13.35,15.6680352,-13.36263999,-1.366512656211853,-1.4358363151550293,1.75,0.4,-2.3698430359363556,-0.3999999999999999,77561722.88975699,0.14329296566920452,0.3603540429932961
676,944,kebemer,medina,senegal,8,3,2.04949480649179,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
677,732,gossas,keur el hadji,senegal,7,2,1.26601646396677,1.0,14.49623916,-16.0640894,14.5,-16.05,14.50274052,-16.09656209,-1.492220938205719,-1.5602096319198608,1.5,0.2,-2.2927871346473694,-0.19999999999999973,31678417.24061081,0.18438455557915162,1.6016210146605447
678,839,diourbel,medinatoul,senegal,12,1,1.21134251288472,1.0,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
679,1431,matam,thiambe,senegal,10,0,0.686002823497469,,15.63263924,-13.3254062,15.65,-13.35,15.6680352,-13.36263999,-1.366512656211853,-1.4358363151550293,1.75,0.4,-2.3698430359363556,-0.3999999999999999,77561722.88975699,0.14329296566920452,0.3603540429932961
680,102,pikine,cite lobatt fall,senegal,10,0,1.82034814086609,,14.74682,-17.40995,14.75,-17.4,14.74391863,-17.39599836,-1.7305097579956055,-1.7305097579956055,2.0,0.3,-3.461019515991211,-0.30000000000000004,141962.16483858545,0.09267427379510108,0.7838869958309896
681,739,gossas,keur el hadji,senegal,4,1,-0.0295019925601819,1.0,14.49623916,-16.0640894,14.5,-16.05,14.50274052,-16.09656209,-1.492220938205719,-1.5602096319198608,1.5,0.2,-2.2927871346473694,-0.19999999999999973,31678417.24061081,0.18438455557915162,1.6016210146605447
682,3013,dakar,pa unite 11,senegal,5,1,-1.19426623690293,0.0,14.75896766,-17.43245729,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
683,1281,mbacke,mbacke khewar,senegal,6,0,-0.276201895020619,,14.80411689,-15.91020024,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
684,579,pikine,cite icotaf,senegal,7,1,-0.465681345154307,0.0,14.7155408,-17.26173081,14.7,-17.25,14.72094534,-17.22764196,-1.7349506616592407,-1.7349506616592407,2.0,0.3,-3.4699013233184814,-0.30000000000000004,154869.64796579359,,0.0
685,154,thies,hersent,senegal,7,1,1.3203757589469,1.0,14.77685,-16.90942,14.8,-16.9,14.77734506,-16.92877566,-1.4228967626889546,-1.4358910918235779,1.3333333333333333,0.4,-1.9581006169319153,0.10000000000000031,34648587.38017581,0.1837446606269343,-0.08031632617172867
686,635,rufisque,niagha ouolof,senegal,20,1,0.625202588913071,0.0,14.80539524,-17.23892342,14.8,-17.25,14.81724179,-17.22764196,-1.7393890619277954,-1.7393890619277954,2.0,0.3,-3.478778123855591,-0.30000000000000004,154869.64796579359,0.1776861332432898,0.7546267487414203
687,1397,matam,boinadji civol,senegal,9,1,-2.18812801252856,1.0,15.66051954,-13.35041654,15.65,-13.35,15.6680352,-13.36263999,-1.366512656211853,-1.4358363151550293,1.75,0.4,-2.3698430359363556,-0.3999999999999999,77561722.88975699,0.14329296566920452,0.3603540429932961
688,1276,mbacke,khaira niang,senegal,10,1,1.27895915324775,1.0,14.823157881171742,-15.90761198,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
689,1320,mbacke,darou khoudoss,senegal,12,1,1.1650634875751,1.0,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
690,501,dakar,pa unite 11,senegal,4,1,0.552682402822523,0.0,14.75896766,-17.43245729,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
691,254,dakar,gueule tapee,senegal,10,2,1.89418253511999,1.0,14.68287,-17.45728,14.7,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
692,1366,matam,guidjilogne,senegal,8,2,0.0846025583890413,0.0,15.9373344,-13.35219736,15.95,-13.35,16.0110665,-13.36263999,-1.464976143836975,-1.4993435621261597,1.4,0.5,-2.073451375961304,-0.5,85012463.82991388,0.14380216606801252,0.2996544329378138
693,1319,mbacke,darou khoudoss,senegal,6,1,1.35143821322126,1.0,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
694,457,dakar,arafat,senegal,3,1,0.239133671016535,1.0,14.71105977,-17.4688686,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
695,203,dakar,ouagou niayes 2,senegal,4,0,0.552682402822523,,14.70737,-17.449,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
696,375,mbour,chateau d'eau,senegal,1,0,2.22679892856043,,14.65934807,-17.43678063,14.65,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
697,504,dakar,pa unite 11,senegal,1,0,2.22679892856043,,14.75896766,-17.43245729,14.75,-17.45,14.76581033,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
698,65,pikine,ousmane faye 05,senegal,4,1,1.38250066749562,0.0,14.8268,-17.27016,14.85,-17.25,14.81724179,-17.22764196,-1.7305117845535278,-1.7305117845535278,2.0,0.3,-3.4610235691070557,-0.30000000000000004,154869.64796579359,0.1501572092451867,1.451061307156968
699,1051,kebemer,santhiaba centre,senegal,7,0,-1.01642458664177,,15.6277561,-16.22782692,15.65,-16.25,15.6680352,-16.23192106,-1.5431695381800334,-1.5738041798273723,1.6666666666666667,0.3,-2.5588854551315308,-0.30000000000000004,30282955.40571375,0.16633043700660294,0.7111154181732052
700,62,pikine,ousmane faye 05,senegal,6,2,1.22718839612382,0.0,14.8268,-17.27016,14.85,-17.25,14.81724179,-17.22764196,-1.7305117845535278,-1.7305117845535278,2.0,0.3,-3.4610235691070557,-0.30000000000000004,154869.64796579359,0.1501572092451867,1.451061307156968
701,1929,podor,nanaye,senegal,19,0,0.438550947051344,,16.24874342,-14.10811085,16.25,-14.1,16.42033799,-14.01712506,-1.4216880947351456,-1.4927140325307846,1.75,0.5,-2.5103139728307724,-0.09999999999999998,92486397.08218706,0.14791239420962837,-0.026846788331014226
